date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2009-06-29,16.12,3.99,450,"1979-06-22 2008-07-06",86.54,8.84,450,"1979-06-22 2008-07-06",25.92,4.02,450,"1979-06-22 2008-07-06",25.95,8.29,450,"1979-06-22 2008-07-06",10.15,4.46,450,"1979-06-22 2008-07-06",47.02,12.01,450,"1979-06-22 2008-07-06",14.38,3.79,450,"1979-06-22 2008-07-06",2.99,3.81,450,"1979-06-22 2008-07-06",2.09,5.13,449,"1979-06-22 2008-07-06",2.09,5.13,449,"1979-06-22 2008-07-06",0,0,449,"1979-06-22 2008-07-06",0,0,449,"1979-06-22 2008-07-06",,,,
2009-06-28,16.06,3.94,450,"1979-06-21 2008-07-05",86.6,8.93,450,"1979-06-21 2008-07-05",25.82,4.03,450,"1979-06-21 2008-07-05",25.88,8.35,450,"1979-06-21 2008-07-05",10.03,4.41,450,"1979-06-21 2008-07-05",47.06,12.21,450,"1979-06-21 2008-07-05",14.28,3.75,450,"1979-06-21 2008-07-05",2.84,3.7,450,"1979-06-21 2008-07-05",2.19,5.32,449,"1979-06-21 2008-07-05",2.19,5.32,449,"1979-06-21 2008-07-05",0,0,449,"1979-06-21 2008-07-05",0,0,449,"1979-06-21 2008-07-05",,,,
2009-06-27,15.91,3.89,450,"1979-06-20 2008-07-04",86.48,8.95,450,"1979-06-20 2008-07-04",25.62,4.13,450,"1979-06-20 2008-07-04",25.61,8.38,450,"1979-06-20 2008-07-04",9.86,4.38,450,"1979-06-20 2008-07-04",47.11,12.56,450,"1979-06-20 2008-07-04",14.15,3.76,450,"1979-06-20 2008-07-04",2.8,3.67,450,"1979-06-20 2008-07-04",2.14,5.18,449,"1979-06-20 2008-07-04",2.14,5.18,449,"1979-06-20 2008-07-04",0,0,449,"1979-06-20 2008-07-04",0,0,449,"1979-06-20 2008-07-04",,,,
2009-06-26,15.81,3.81,450,"1979-06-19 2008-07-03",86.48,9.12,450,"1979-06-19 2008-07-03",25.47,4.21,450,"1979-06-19 2008-07-03",25.59,8.38,450,"1979-06-19 2008-07-03",9.73,4.34,450,"1979-06-19 2008-07-03",47.32,12.87,450,"1979-06-19 2008-07-03",13.99,3.74,450,"1979-06-19 2008-07-03",2.76,3.67,450,"1979-06-19 2008-07-03",2.19,5.25,449,"1979-06-19 2008-07-03",2.19,5.25,449,"1979-06-19 2008-07-03",0,0,449,"1979-06-19 2008-07-03",0,0,449,"1979-06-19 2008-07-03",,,,
2009-06-25,15.75,3.82,450,"1979-06-18 2008-07-02",86.62,9.08,450,"1979-06-18 2008-07-02",25.39,4.23,450,"1979-06-18 2008-07-02",25.53,8.33,450,"1979-06-18 2008-07-02",9.73,4.29,450,"1979-06-18 2008-07-02",47.65,12.98,450,"1979-06-18 2008-07-02",13.92,3.77,450,"1979-06-18 2008-07-02",2.79,3.62,450,"1979-06-18 2008-07-02",2.24,5.27,449,"1979-06-18 2008-07-02",2.24,5.27,449,"1979-06-18 2008-07-02",0,0,449,"1979-06-18 2008-07-02",0,0,449,"1979-06-18 2008-07-02",,,,
2009-06-24,15.75,3.8,450,"1979-06-17 2008-07-01",86.68,9.12,450,"1979-06-17 2008-07-01",25.26,4.3,450,"1979-06-17 2008-07-01",25.44,8.28,450,"1979-06-17 2008-07-01",9.69,4.26,450,"1979-06-17 2008-07-01",48.11,12.97,450,"1979-06-17 2008-07-01",13.82,3.78,450,"1979-06-17 2008-07-01",2.72,3.65,450,"1979-06-17 2008-07-01",2.22,5.16,449,"1979-06-17 2008-07-01",2.22,5.16,449,"1979-06-17 2008-07-01",0,0,449,"1979-06-17 2008-07-01",0,0,449,"1979-06-17 2008-07-01",,,,
2009-06-23,15.7,3.86,450,"1979-06-16 2008-06-30",86.72,9.2,450,"1979-06-16 2008-06-30",25.17,4.41,450,"1979-06-16 2008-06-30",25.21,8.13,450,"1979-06-16 2008-06-30",9.63,4.29,450,"1979-06-16 2008-06-30",48.42,13.32,450,"1979-06-16 2008-06-30",13.78,3.82,450,"1979-06-16 2008-06-30",2.7,3.64,450,"1979-06-16 2008-06-30",2.28,5.16,449,"1979-06-16 2008-06-30",2.28,5.16,449,"1979-06-16 2008-06-30",0,0,449,"1979-06-16 2008-06-30",0,0,449,"1979-06-16 2008-06-30",,,,
2009-06-22,15.69,3.92,450,"1979-06-15 2008-06-29",86.68,9.29,450,"1979-06-15 2008-06-29",25.18,4.51,450,"1979-06-15 2008-06-29",25.17,8.2,450,"1979-06-15 2008-06-29",9.57,4.28,450,"1979-06-15 2008-06-29",48.48,13.58,450,"1979-06-15 2008-06-29",13.72,3.82,450,"1979-06-15 2008-06-29",2.61,3.61,450,"1979-06-15 2008-06-29",2.31,5.15,449,"1979-06-15 2008-06-29",2.31,5.15,449,"1979-06-15 2008-06-29",0,0,449,"1979-06-15 2008-06-29",0,0,449,"1979-06-15 2008-06-29",,,,
2009-06-21,15.67,3.92,450,"1979-06-14 2008-06-28",86.63,9.38,450,"1979-06-14 2008-06-28",25.19,4.51,450,"1979-06-14 2008-06-28",25.09,8.16,450,"1979-06-14 2008-06-28",9.5,4.34,450,"1979-06-14 2008-06-28",48.36,13.66,450,"1979-06-14 2008-06-28",13.67,3.83,450,"1979-06-14 2008-06-28",2.72,3.62,450,"1979-06-14 2008-06-28",2.11,4.92,449,"1979-06-14 2008-06-28",2.11,4.92,449,"1979-06-14 2008-06-28",0,0,449,"1979-06-14 2008-06-28",0,0,449,"1979-06-14 2008-06-28",,,,
2009-06-20,15.64,3.95,450,"1979-06-13 2008-06-27",86.58,9.65,450,"1979-06-13 2008-06-27",25.13,4.54,450,"1979-06-13 2008-06-27",24.92,8.06,450,"1979-06-13 2008-06-27",9.41,4.34,450,"1979-06-13 2008-06-27",48.49,13.87,450,"1979-06-13 2008-06-27",13.6,3.83,450,"1979-06-13 2008-06-27",2.8,3.66,450,"1979-06-13 2008-06-27",2.28,5.56,449,"1979-06-13 2008-06-27",2.28,5.56,449,"1979-06-13 2008-06-27",0,0,449,"1979-06-13 2008-06-27",0,0,449,"1979-06-13 2008-06-27",,,,
2009-06-19,15.45,3.98,450,"1979-06-12 2008-06-26",86.62,9.69,450,"1979-06-12 2008-06-26",24.98,4.62,450,"1979-06-12 2008-06-26",24.77,7.92,450,"1979-06-12 2008-06-26",9.21,4.31,450,"1979-06-12 2008-06-26",48.35,14.06,450,"1979-06-12 2008-06-26",13.39,3.84,450,"1979-06-12 2008-06-26",2.72,3.61,450,"1979-06-12 2008-06-26",2.26,5.59,449,"1979-06-12 2008-06-26",2.26,5.59,449,"1979-06-12 2008-06-26",0,0,449,"1979-06-12 2008-06-26",0,0,449,"1979-06-12 2008-06-26",,,,
2009-06-18,15.29,4,450,"1979-06-11 2008-06-25",86.71,9.67,450,"1979-06-11 2008-06-25",24.75,4.6,450,"1979-06-11 2008-06-25",24.72,7.9,450,"1979-06-11 2008-06-25",9.05,4.36,450,"1979-06-11 2008-06-25",48.54,14.28,450,"1979-06-11 2008-06-25",13.18,3.81,450,"1979-06-11 2008-06-25",2.67,3.57,450,"1979-06-11 2008-06-25",2.28,5.63,449,"1979-06-11 2008-06-25",2.28,5.63,449,"1979-06-11 2008-06-25",0,0,449,"1979-06-11 2008-06-25",0,0,449,"1979-06-11 2008-06-25",,,,
2009-06-17,15.11,4.06,450,"1979-06-10 2008-06-24",86.67,9.66,450,"1979-06-10 2008-06-24",24.51,4.56,450,"1979-06-10 2008-06-24",24.67,7.88,450,"1979-06-10 2008-06-24",8.9,4.42,450,"1979-06-10 2008-06-24",48.76,14.37,450,"1979-06-10 2008-06-24",12.99,3.8,450,"1979-06-10 2008-06-24",2.8,3.72,450,"1979-06-10 2008-06-24",2.32,5.68,450,"1979-06-10 2008-06-24",2.32,5.68,450,"1979-06-10 2008-06-24",0,0,450,"1979-06-10 2008-06-24",0,0,450,"1979-06-10 2008-06-24",,,,
2009-06-16,15.01,4.19,450,"1979-06-09 2008-06-23",86.72,9.55,450,"1979-06-09 2008-06-23",24.47,4.55,450,"1979-06-09 2008-06-23",24.94,8.13,450,"1979-06-09 2008-06-23",8.81,4.51,450,"1979-06-09 2008-06-23",48.55,14.4,450,"1979-06-09 2008-06-23",12.87,3.91,450,"1979-06-09 2008-06-23",2.86,3.74,450,"1979-06-09 2008-06-23",2.29,5.78,450,"1979-06-09 2008-06-23",2.29,5.78,450,"1979-06-09 2008-06-23",0,0,450,"1979-06-09 2008-06-23",0,0,450,"1979-06-09 2008-06-23",,,,
2009-06-15,15,4.23,450,"1979-06-08 2008-06-22",86.84,9.75,450,"1979-06-08 2008-06-22",24.39,4.62,450,"1979-06-08 2008-06-22",25.37,8.42,450,"1979-06-08 2008-06-22",8.8,4.57,450,"1979-06-08 2008-06-22",48.94,14.44,450,"1979-06-08 2008-06-22",12.83,3.98,450,"1979-06-08 2008-06-22",2.88,3.78,450,"1979-06-08 2008-06-22",2.38,5.86,450,"1979-06-08 2008-06-22",2.38,5.86,450,"1979-06-08 2008-06-22",0,0,450,"1979-06-08 2008-06-22",0,0,450,"1979-06-08 2008-06-22",,,,
2009-06-14,14.92,4.21,450,"1979-06-07 2008-06-21",86.84,9.79,450,"1979-06-07 2008-06-21",24.26,4.65,450,"1979-06-07 2008-06-21",25.18,8.31,450,"1979-06-07 2008-06-21",8.73,4.6,450,"1979-06-07 2008-06-21",49.3,14.56,450,"1979-06-07 2008-06-21",12.73,4,450,"1979-06-07 2008-06-21",2.77,3.71,450,"1979-06-07 2008-06-21",2.31,5.65,450,"1979-06-07 2008-06-21",2.31,5.65,450,"1979-06-07 2008-06-21",0,0,450,"1979-06-07 2008-06-21",0,0,450,"1979-06-07 2008-06-21",,,,
2009-06-13,14.81,4.26,450,"1979-06-06 2008-06-20",86.93,9.72,450,"1979-06-06 2008-06-20",24.08,4.7,450,"1979-06-06 2008-06-20",25.27,8.33,450,"1979-06-06 2008-06-20",8.59,4.62,450,"1979-06-06 2008-06-20",49.45,14.44,450,"1979-06-06 2008-06-20",12.57,4.01,450,"1979-06-06 2008-06-20",2.83,3.7,450,"1979-06-06 2008-06-20",2.17,5.32,449,"1979-06-06 2008-06-20",2.17,5.32,449,"1979-06-06 2008-06-20",0,0,449,"1979-06-06 2008-06-20",0,0,449,"1979-06-06 2008-06-20",,,,
2009-06-12,14.69,4.28,450,"1979-06-05 2008-06-19",87.05,9.71,450,"1979-06-05 2008-06-19",23.9,4.73,450,"1979-06-05 2008-06-19",25.28,8.22,450,"1979-06-05 2008-06-19",8.45,4.67,450,"1979-06-05 2008-06-19",49.57,14.43,450,"1979-06-05 2008-06-19",12.41,4,450,"1979-06-05 2008-06-19",2.83,3.68,450,"1979-06-05 2008-06-19",2.24,5.4,449,"1979-06-05 2008-06-19",2.24,5.4,449,"1979-06-05 2008-06-19",0,0,449,"1979-06-05 2008-06-19",0,0,449,"1979-06-05 2008-06-19",,,,
2009-06-11,14.37,4.37,450,"1979-06-04 2008-06-18",87.03,9.59,450,"1979-06-04 2008-06-18",23.68,4.68,450,"1979-06-04 2008-06-18",25.14,8.11,450,"1979-06-04 2008-06-18",8.23,4.75,450,"1979-06-04 2008-06-18",49.12,14.44,450,"1979-06-04 2008-06-18",12.19,4.05,450,"1979-06-04 2008-06-18",2.88,3.71,450,"1979-06-04 2008-06-18",2.13,5.32,449,"1979-06-04 2008-06-18",2.13,5.32,449,"1979-06-04 2008-06-18",0,0,449,"1979-06-04 2008-06-18",0,0,449,"1979-06-04 2008-06-18",,,,
2009-06-10,14.15,4.45,450,"1979-06-03 2008-06-17",87.05,9.57,450,"1979-06-03 2008-06-17",23.4,4.69,450,"1979-06-03 2008-06-17",25.2,8.09,450,"1979-06-03 2008-06-17",7.98,4.81,450,"1979-06-03 2008-06-17",49.08,14.62,450,"1979-06-03 2008-06-17",11.98,4.05,450,"1979-06-03 2008-06-17",2.87,3.7,450,"1979-06-03 2008-06-17",2.21,5.36,449,"1979-06-03 2008-06-17",2.21,5.36,449,"1979-06-03 2008-06-17",0,0,449,"1979-06-03 2008-06-17",0,0,449,"1979-06-03 2008-06-17",,,,
2009-06-09,14.01,4.51,450,"1979-06-02 2008-06-16",87.01,9.53,450,"1979-06-02 2008-06-16",23.29,4.65,450,"1979-06-02 2008-06-16",25.32,8.22,450,"1979-06-02 2008-06-16",7.79,4.86,450,"1979-06-02 2008-06-16",48.89,14.73,450,"1979-06-02 2008-06-16",11.8,4.05,450,"1979-06-02 2008-06-16",2.93,3.68,450,"1979-06-02 2008-06-16",2.21,5.36,449,"1979-06-02 2008-06-16",2.21,5.36,449,"1979-06-02 2008-06-16",0,0,449,"1979-06-02 2008-06-16",0,0,449,"1979-06-02 2008-06-16",,,,
2009-06-08,13.87,4.52,450,"1979-06-01 2008-06-15",87.06,9.49,450,"1979-06-01 2008-06-15",23.12,4.62,450,"1979-06-01 2008-06-15",25.58,8.27,450,"1979-06-01 2008-06-15",7.64,4.9,450,"1979-06-01 2008-06-15",48.81,14.59,450,"1979-06-01 2008-06-15",11.65,4.07,450,"1979-06-01 2008-06-15",3,3.77,450,"1979-06-01 2008-06-15",2.25,5.44,449,"1979-06-01 2008-06-15",2.25,5.44,449,"1979-06-01 2008-06-15",0,0,449,"1979-06-01 2008-06-15",0,0,449,"1979-06-01 2008-06-15",,,,
2009-06-07,13.8,4.52,450,"1979-05-31 2008-06-14",87.22,9.47,450,"1979-05-31 2008-06-14",22.99,4.57,450,"1979-05-31 2008-06-14",25.76,8.6,450,"1979-05-31 2008-06-14",7.52,4.96,450,"1979-05-31 2008-06-14",48.77,14.56,450,"1979-05-31 2008-06-14",11.51,4.13,450,"1979-05-31 2008-06-14",3.06,3.81,450,"1979-05-31 2008-06-14",2.34,5.43,449,"1979-05-31 2008-06-14",2.34,5.43,449,"1979-05-31 2008-06-14",0,0,449,"1979-05-31 2008-06-14",0,0,449,"1979-05-31 2008-06-14",,,,
2009-06-06,13.57,4.58,450,"1979-05-30 2008-06-13",86.91,9.58,450,"1979-05-30 2008-06-13",22.82,4.66,450,"1979-05-30 2008-06-13",25.68,8.54,450,"1979-05-30 2008-06-13",7.32,5.02,450,"1979-05-30 2008-06-13",48.62,14.54,450,"1979-05-30 2008-06-13",11.37,4.17,450,"1979-05-30 2008-06-13",2.99,3.82,450,"1979-05-30 2008-06-13",2.31,5.41,449,"1979-05-30 2008-06-13",2.31,5.41,449,"1979-05-30 2008-06-13",0,0,449,"1979-05-30 2008-06-13",0,0,449,"1979-05-30 2008-06-13",,,,
2009-06-05,13.34,4.67,450,"1979-05-29 2008-06-12",86.82,9.44,450,"1979-05-29 2008-06-12",22.62,4.72,450,"1979-05-29 2008-06-12",25.89,8.76,450,"1979-05-29 2008-06-12",7.11,5.13,450,"1979-05-29 2008-06-12",48.47,14.67,450,"1979-05-29 2008-06-12",11.17,4.17,450,"1979-05-29 2008-06-12",2.97,3.83,450,"1979-05-29 2008-06-12",2.16,4.76,449,"1979-05-29 2008-06-12",2.16,4.76,449,"1979-05-29 2008-06-12",0,0,449,"1979-05-29 2008-06-12",0,0,449,"1979-05-29 2008-06-12",,,,
2009-06-04,13.16,4.73,450,"1979-05-28 2008-06-11",86.6,9.54,450,"1979-05-28 2008-06-11",22.46,4.74,450,"1979-05-28 2008-06-11",25.85,8.79,450,"1979-05-28 2008-06-11",6.92,5.13,450,"1979-05-28 2008-06-11",48.38,14.69,450,"1979-05-28 2008-06-11",10.97,4.17,450,"1979-05-28 2008-06-11",2.97,3.82,450,"1979-05-28 2008-06-11",2.2,4.97,449,"1979-05-28 2008-06-11",2.2,4.97,449,"1979-05-28 2008-06-11",0,0,449,"1979-05-28 2008-06-11",0,0,449,"1979-05-28 2008-06-11",,,,
2009-06-03,12.93,4.85,450,"1979-05-27 2008-06-10",86.54,9.66,450,"1979-05-27 2008-06-10",22.21,4.76,450,"1979-05-27 2008-06-10",25.76,8.78,450,"1979-05-27 2008-06-10",6.68,5.16,450,"1979-05-27 2008-06-10",48.38,14.88,450,"1979-05-27 2008-06-10",10.73,4.19,450,"1979-05-27 2008-06-10",2.97,3.85,450,"1979-05-27 2008-06-10",2.19,4.96,449,"1979-05-27 2008-06-10",2.19,4.96,449,"1979-05-27 2008-06-10",0,0,449,"1979-05-27 2008-06-10",0,0,449,"1979-05-27 2008-06-10",,,,
2009-06-02,12.74,4.83,450,"1979-05-26 2008-06-09",86.64,9.74,450,"1979-05-26 2008-06-09",21.94,4.78,450,"1979-05-26 2008-06-09",25.72,8.72,450,"1979-05-26 2008-06-09",6.48,5.12,450,"1979-05-26 2008-06-09",48.62,15.11,450,"1979-05-26 2008-06-09",10.5,4.16,450,"1979-05-26 2008-06-09",2.94,3.84,450,"1979-05-26 2008-06-09",2.24,5.02,449,"1979-05-26 2008-06-09",2.24,5.02,449,"1979-05-26 2008-06-09",0,0,449,"1979-05-26 2008-06-09",0,0,449,"1979-05-26 2008-06-09",,,,
2009-06-01,12.52,4.77,450,"1979-05-25 2008-06-08",86.64,9.73,450,"1979-05-25 2008-06-08",21.6,4.81,450,"1979-05-25 2008-06-08",25.68,8.54,450,"1979-05-25 2008-06-08",6.26,5.1,450,"1979-05-25 2008-06-08",48.92,15.12,450,"1979-05-25 2008-06-08",10.35,4.1,450,"1979-05-25 2008-06-08",2.96,3.92,450,"1979-05-25 2008-06-08",2.23,4.85,449,"1979-05-25 2008-06-08",2.23,4.85,449,"1979-05-25 2008-06-08",0,0,449,"1979-05-25 2008-06-08",0,0,449,"1979-05-25 2008-06-08",,,,
2009-05-31,12.28,4.69,450,"1979-05-24 2008-06-07",86.6,9.62,450,"1979-05-24 2008-06-07",21.38,4.73,450,"1979-05-24 2008-06-07",25.54,8.46,450,"1979-05-24 2008-06-07",6.01,4.99,450,"1979-05-24 2008-06-07",48.68,15.22,450,"1979-05-24 2008-06-07",10.11,3.98,450,"1979-05-24 2008-06-07",2.96,3.9,450,"1979-05-24 2008-06-07",2.2,4.79,449,"1979-05-24 2008-06-07",2.2,4.79,449,"1979-05-24 2008-06-07",0,0,449,"1979-05-24 2008-06-07",0,0,449,"1979-05-24 2008-06-07",,,,
2009-05-30,12.06,4.64,450,"1979-05-23 2008-06-06",86.47,9.67,450,"1979-05-23 2008-06-06",21.17,4.71,450,"1979-05-23 2008-06-06",25.48,8.32,450,"1979-05-23 2008-06-06",5.76,4.88,450,"1979-05-23 2008-06-06",48.42,15.22,450,"1979-05-23 2008-06-06",9.84,3.89,450,"1979-05-23 2008-06-06",3.01,3.93,450,"1979-05-23 2008-06-06",2.16,4.73,449,"1979-05-23 2008-06-06",2.16,4.73,449,"1979-05-23 2008-06-06",0,0,449,"1979-05-23 2008-06-06",0,0,449,"1979-05-23 2008-06-06",,,,
2009-05-29,11.79,4.68,450,"1979-05-22 2008-06-05",86.32,9.8,450,"1979-05-22 2008-06-05",20.97,4.74,450,"1979-05-22 2008-06-05",25.36,8.26,450,"1979-05-22 2008-06-05",5.55,4.91,450,"1979-05-22 2008-06-05",48.19,15.18,450,"1979-05-22 2008-06-05",9.65,3.91,450,"1979-05-22 2008-06-05",3.04,3.96,450,"1979-05-22 2008-06-05",2.23,4.94,450,"1979-05-22 2008-06-05",2.23,4.94,450,"1979-05-22 2008-06-05",0,0,450,"1979-05-22 2008-06-05",0,0,450,"1979-05-22 2008-06-05",,,,
2009-05-28,11.6,4.73,450,"1979-05-21 2008-06-04",86.36,9.73,450,"1979-05-21 2008-06-04",20.82,4.79,450,"1979-05-21 2008-06-04",25.52,8.41,450,"1979-05-21 2008-06-04",5.38,4.94,450,"1979-05-21 2008-06-04",47.99,15.09,450,"1979-05-21 2008-06-04",9.47,3.94,450,"1979-05-21 2008-06-04",3.1,4.07,450,"1979-05-21 2008-06-04",2.17,4.95,450,"1979-05-21 2008-06-04",2.17,4.95,450,"1979-05-21 2008-06-04",0,0,450,"1979-05-21 2008-06-04",0,0,450,"1979-05-21 2008-06-04",,,,
2009-05-27,11.55,4.84,450,"1979-05-20 2008-06-03",86.48,9.79,450,"1979-05-20 2008-06-03",20.67,4.9,450,"1979-05-20 2008-06-03",25.68,8.48,450,"1979-05-20 2008-06-03",5.3,4.98,450,"1979-05-20 2008-06-03",48.39,15.22,450,"1979-05-20 2008-06-03",9.34,3.97,450,"1979-05-20 2008-06-03",3.07,4.06,450,"1979-05-20 2008-06-03",2.34,5.2,450,"1979-05-20 2008-06-03",2.34,5.2,450,"1979-05-20 2008-06-03",0,0,450,"1979-05-20 2008-06-03",0,0,450,"1979-05-20 2008-06-03",,,,
2009-05-26,11.4,4.88,450,"1979-05-19 2008-06-02",86.28,9.88,450,"1979-05-19 2008-06-02",20.55,5,450,"1979-05-19 2008-06-02",25.82,8.61,450,"1979-05-19 2008-06-02",5.03,5.03,450,"1979-05-19 2008-06-02",48.27,15.22,450,"1979-05-19 2008-06-02",9.15,4.01,450,"1979-05-19 2008-06-02",3.08,4.12,450,"1979-05-19 2008-06-02",2.33,5.28,450,"1979-05-19 2008-06-02",2.33,5.28,450,"1979-05-19 2008-06-02",0,0,450,"1979-05-19 2008-06-02",0,0,450,"1979-05-19 2008-06-02",,,,
2009-05-25,11.16,4.94,450,"1979-05-18 2008-06-01",86.29,9.81,450,"1979-05-18 2008-06-01",20.26,5.11,450,"1979-05-18 2008-06-01",25.9,8.59,450,"1979-05-18 2008-06-01",4.73,5.07,450,"1979-05-18 2008-06-01",48.2,15.28,450,"1979-05-18 2008-06-01",8.88,4.06,450,"1979-05-18 2008-06-01",3.09,4.18,450,"1979-05-18 2008-06-01",2.44,5.42,450,"1979-05-18 2008-06-01",2.44,5.42,450,"1979-05-18 2008-06-01",0,0,450,"1979-05-18 2008-06-01",0,0,450,"1979-05-18 2008-06-01",,,,
2009-05-24,10.99,4.93,450,"1979-05-17 2008-05-31",86.36,9.87,450,"1979-05-17 2008-05-31",20.05,5.17,450,"1979-05-17 2008-05-31",25.85,8.62,450,"1979-05-17 2008-05-31",4.47,5.02,450,"1979-05-17 2008-05-31",48.06,15.23,450,"1979-05-17 2008-05-31",8.66,4.05,450,"1979-05-17 2008-05-31",3.02,4.18,450,"1979-05-17 2008-05-31",2.42,5.39,450,"1979-05-17 2008-05-31",2.42,5.39,450,"1979-05-17 2008-05-31",0,0,450,"1979-05-17 2008-05-31",0,0,450,"1979-05-17 2008-05-31",,,,
2009-05-23,10.65,4.83,450,"1979-05-16 2008-05-30",86.16,9.91,450,"1979-05-16 2008-05-30",19.7,5.14,450,"1979-05-16 2008-05-30",25.78,8.37,450,"1979-05-16 2008-05-30",4.16,4.91,450,"1979-05-16 2008-05-30",48.1,15.35,450,"1979-05-16 2008-05-30",8.39,3.93,450,"1979-05-16 2008-05-30",3.1,4.24,450,"1979-05-16 2008-05-30",2.4,5.49,450,"1979-05-16 2008-05-30",2.4,5.49,450,"1979-05-16 2008-05-30",0,0,450,"1979-05-16 2008-05-30",0,0,450,"1979-05-16 2008-05-30",,,,
2009-05-22,10.47,4.73,450,"1979-05-15 2008-05-29",86.4,9.92,450,"1979-05-15 2008-05-29",19.37,4.99,450,"1979-05-15 2008-05-29",25.88,8.54,450,"1979-05-15 2008-05-29",3.9,4.79,450,"1979-05-15 2008-05-29",48.26,15.34,450,"1979-05-15 2008-05-29",8.08,3.79,450,"1979-05-15 2008-05-29",3.18,4.3,450,"1979-05-15 2008-05-29",2.6,5.84,450,"1979-05-15 2008-05-29",2.6,5.84,450,"1979-05-15 2008-05-29",0,0,450,"1979-05-15 2008-05-29",0,0,450,"1979-05-15 2008-05-29",,,,
2009-05-21,10.28,4.73,450,"1979-05-14 2008-05-28",86.41,9.93,450,"1979-05-14 2008-05-28",19.13,4.88,450,"1979-05-14 2008-05-28",25.95,8.57,450,"1979-05-14 2008-05-28",3.64,4.69,450,"1979-05-14 2008-05-28",48.17,15.17,450,"1979-05-14 2008-05-28",7.83,3.71,450,"1979-05-14 2008-05-28",3.23,4.43,450,"1979-05-14 2008-05-28",2.55,5.71,450,"1979-05-14 2008-05-28",2.55,5.71,450,"1979-05-14 2008-05-28",0,0,450,"1979-05-14 2008-05-28",0,0,450,"1979-05-14 2008-05-28",,,,
2009-05-20,10.01,4.83,450,"1979-05-13 2008-05-27",86.3,10,450,"1979-05-13 2008-05-27",18.85,4.88,450,"1979-05-13 2008-05-27",26.15,8.7,450,"1979-05-13 2008-05-27",3.37,4.7,450,"1979-05-13 2008-05-27",48.04,14.94,450,"1979-05-13 2008-05-27",7.6,3.7,450,"1979-05-13 2008-05-27",3.26,4.44,450,"1979-05-13 2008-05-27",2.47,5.49,450,"1979-05-13 2008-05-27",2.47,5.49,450,"1979-05-13 2008-05-27",0,0,450,"1979-05-13 2008-05-27",0,0,450,"1979-05-13 2008-05-27",,,,
2009-05-19,9.92,4.79,450,"1979-05-12 2008-05-26",86.26,9.98,450,"1979-05-12 2008-05-26",18.67,4.96,450,"1979-05-12 2008-05-26",26.45,8.79,450,"1979-05-12 2008-05-26",3.18,4.74,450,"1979-05-12 2008-05-26",48.2,14.92,450,"1979-05-12 2008-05-26",7.49,3.71,450,"1979-05-12 2008-05-26",3.38,4.64,450,"1979-05-12 2008-05-26",2.62,6.14,450,"1979-05-12 2008-05-26",2.62,6.14,450,"1979-05-12 2008-05-26",0,0,450,"1979-05-12 2008-05-26",0,0,450,"1979-05-12 2008-05-26",,,,
2009-05-18,9.91,4.8,450,"1979-05-11 2008-05-25",86.3,9.86,450,"1979-05-11 2008-05-25",18.64,5.03,450,"1979-05-11 2008-05-25",26.81,8.98,450,"1979-05-11 2008-05-25",3.06,4.77,450,"1979-05-11 2008-05-25",47.97,14.84,450,"1979-05-11 2008-05-25",7.46,3.73,450,"1979-05-11 2008-05-25",3.42,4.58,450,"1979-05-11 2008-05-25",2.7,6.2,450,"1979-05-11 2008-05-25",2.7,6.2,450,"1979-05-11 2008-05-25",0,0,450,"1979-05-11 2008-05-25",0,0,450,"1979-05-11 2008-05-25",,,,
2009-05-17,9.84,4.82,450,"1979-05-10 2008-05-24",85.99,10.35,450,"1979-05-10 2008-05-24",18.71,5.02,450,"1979-05-10 2008-05-24",26.91,9.22,450,"1979-05-10 2008-05-24",2.98,4.74,450,"1979-05-10 2008-05-24",47.6,14.79,450,"1979-05-10 2008-05-24",7.39,3.74,450,"1979-05-10 2008-05-24",3.44,4.57,450,"1979-05-10 2008-05-24",2.74,6.22,450,"1979-05-10 2008-05-24",2.74,6.22,450,"1979-05-10 2008-05-24",0,0,450,"1979-05-10 2008-05-24",0,0,450,"1979-05-10 2008-05-24",,,,
