ListId,Status ,DaysOnMarket,GrossFloorArea,AdjustedLivingArea,PropertyType,HOAFee,PropertyTax,Bedrooms,Bathrooms,YearBuilt,GarageSpace,Address,Area,City,Province,Latitude,Longitude,ListPrice
1165,Available,14,1938,1550,Detached,3510,2083,4,3,1998,2,#1730 - 3888 DUKE OF YORK BLVD,Mississauga,Mississauga,ON,43.587097,-79.64119,259900
1166,Available,99,850,748,Condo,2710,2721,2,1,2012,1,#3202 - 4065 BRICKSTONE MEWS,Mississauga,Mississauga,ON,43.585938,-79.647148,339500
1167,Available,29,990,822,Townhouse,3400,6404,2,1,2009,1,#Lot 4 - 2367 CLIFF RD,Cooksville,Mississauga,ON,43.582928,-79.601624,799000
1168,Available,75,548,482,Condo,2550,3486,1,1,2016,1,3888 Duke Of York Boulevard,Mississauga,Mississauga,ON,43.587097,-79.64119,435000
1169,Available,40,1501,1201,Semi-Detached,3530,4801,3,2,2006,2,5867 CHALFONT CRES,Erin Mills,Mississauga,ON,43.565746,-79.746498,599000
1170,Available,23,844,743,Condo,2550,4608,2,1,2012,1,308 1271 Walden Circle,Mississauga,Mississauga,ON,43.512791,-79.629295,575000
1171,Available,22,1912,1530,Detached,3670,1955,4,3,2000,2,#1 - 605 SHORELINE DR,Cooksville,Mississauga,ON,43.570129,-79.630836,243900
1172,Available,49,2040,1632,Detached,3760,3667,4,3,2001,2,747 Payne St,Peterborough,Peterborough,ON,44.28545,-78.315224,259900
1173,Available,80,511,450,Condo,2890,4654,1,1,2010,1,598 Settlers Ridge Other,Peterborough,Peterborough,ON,44.309059,-78.319748,329900
1174,Available,45,564,496,Condo,2400,4936,1,1,2009,1,234 Antrim St,Peterborough,Peterborough,ON,44.314606,-78.323822,349900
1175,Available,13,1299,1039,Semi-Detached,3500,4513,3,2,2006,2,589 Gilmour St,Peterborough,Peterborough,ON,44.301922,-78.335876,319900
1176,Available,116,1217,974,Semi-Detached,3700,4231,3,2,2005,2,149 SOPHIA Street,Peterborough,Peterborough,ON,44.303452,-78.306076,299900
1177,Available,20,638,561,Condo,2630,2806,1,1,2010,1,689 GILCHRIST Street,Peterborough,Peterborough,ON,44.314045,-78.334297,198900
1178,Available,91,4289,3431,Detached,4340,11285,6,4,1989,3,110 - 921 ARMOUR Road,Peterborough,Peterborough,ON,44.325035,-78.309822,799900
1179,Available,76,1764,1411,Detached,3680,6488,4,3,1999,2,1037 GOLFVIEW RD,Peterborough,Peterborough,ON,44.290878,-78.353683,459900
1180,Available,51,1611,1289,Detached,3630,3231,4,3,2000,2,8 - 36 CHAMPLAIN Crescent,Peterborough,Peterborough,ON,44.348843,-78.306923,229000
1181,Available,39,515,453,Condo,2120,3745,1,1,2009,1,24 HENDERSON CR New,Alliston,Tecumseth,ON,44.146721,-79.883507,374500
1182,Available,89,881,775,Condo,2490,2195,2,1,2007,1,#911 - 75 Norman Bethune Ave,Richmond Hill,Richmond Hill,ON,43.8494,-79.376251,318888
1183,Available,34,1563,1250,Detached,3560,5225,4,3,2002,2,59 Coates Cres,Richmond Hill,Richmond Hill,ON,43.954319,-79.452904,759000
1184,Available,31,1564,1251,Detached,3490,5163,4,3,1999,2,67 ROCKPORT CRES,Richmond Hill,Richmond Hill,ON,43.879196,-79.423218,750000
1185,Available,99,730,642,Condo,3160,3786,2,1,2004,1,Lot 1 TOWER CRT,Richmond Hill,Richmond Hill,ON,43.912342,-79.46241,550000
1186,Available,15,523,460,Condo,2900,9800,1,1,2013,1,296 PALISER CR S,Richmond Hill,YORK,ON,43.86898,-79.422127,980000
1187,Available,10,778,685,Condo,2690,3999,2,1,2005,1,152 MARR Drive,Elora,Guelph,ON,43.693314,-80.437492,399900
1188,Available,71,597,525,Condo,2820,1390,1,1,2009,1,1189 BREEZY POINT RD,Gravenhurst,Muskoka Lakes,ON,45.038979,-79.522324,139000
1189,Available,38,712,627,Condo,2930,4999,2,1,2009,1,5174 CALABOGIE ROAD,Calabogie,Ottawa,ON,45.29409,-76.742058,499900
1190,Available,87,1739,1391,Semi-Detached,3870,2999,3,2,2004,2,1715 CALABOGIE ROAD,Calabogie,Ottawa,ON,45.276333,-76.782219,299900
1191,Available,76,2943,2354,Detached,4200,4189,5,4,1995,3,396 KIPLING STREET,Hawkesbury,Hawkesbury,ON,45.608154,-74.62175,418900
1192,Available,35,1778,1422,Semi-Detached,3620,2899,3,2,2005,2,304 Ray St Port,Port Elgin,Elgin,ON,44.428482,-81.400002,289900
1193,Available,82,718,632,Condo,2900,1899,2,1,2005,1,3058 Bruce Road 20 Other,Bruce Township,Walkerton,ON,-999,-999,189900
1194,Available,105,632,556,Condo,2460,3190,1,1,2019,1,689 RUBY Street Port,Port Elgin,Elgin,ON,44.435364,-81.381119,319000
1195,Available,30,1306,1045,Semi-Detached,3780,2429,3,2,2006,2,85 - 409 JOSEPH Street Port,Port Elgin,Elgin,ON,44.446445,-81.39003,242900
1196,Available,34,1652,1322,Detached,3680,2999,4,3,1997,2,981 BRICKER Street Port,Port Elgin,Elgin,ON,44.444641,-81.381165,299900
1197,Available,28,883,777,Condo,2840,2090,2,1,2010,1,699 GREEN Street Port,Port Elgin,Elgin,ON,44.435436,-81.385094,209000
1198,Available,97,3149,2519,Detached,4010,5199,5,4,1997,3,552 MARKET Street Port,Port Elgin,Elgin,ON,44.439754,-81.388321,519900
1199,Available,62,1703,1362,Detached,3830,5849,4,3,1996,2,7 ROBERT Drive Saugeen,Saugeen Shores,Chatsworth,ON,44.424522,-81.421638,284900
1200,Available,12,1719,1375,Detached,3830,5758,4,3,1996,2,67 Perfitt Cres,Ajax,Ajax,ON,43.875553,-79.025909,520000
1201,Available,75,1701,1361,Detached,3860,5525,4,3,2003,2,46 Clark Rd,Ajax,Ajax,ON,43.826687,-79.002441,499000
1202,Available,101,722,635,Condo,2780,7508,2,1,2013,1,368 KINGSTON RD W,Ajax,Ajax,ON,43.857365,-79.044266,949000
1203,Available,74,783,689,Condo,2480,7042,2,1,2004,1,72 TOZER CRES,Ajax,Ajax,ON,43.882839,-79.047562,636000
1204,Available,87,1237,990,Semi-Detached,3420,3229,3,2,2004,2,139 TOPHAM TERRACE,Orléans,Ottawa,ON,45.476761,-75.466385,299900
1205,Available,68,1118,984,Condo,2970,1829,3,2,2008,2,14 WOODVALE GREEN UNIT#D,Woodvale - Craig Henry - Manordale - Estates of Arlington Wo,Ottawa,ON,45.332928,-75.759766,169900
1206,Available,70,641,564,Condo,2700,3069,1,1,2019,1,974 COVE ISLAND TERRACE,Ottawa,Ottawa,ON,45.282207,-75.688026,285000
1207,Available,78,517,455,Condo,3090,4306,1,1,2009,1,292 BROXBURN CRESCENT,New Barrhaven,Ottawa,ON,45.262512,-75.762695,399900
1208,Available,17,1739,1391,Semi-Detached,3850,2335,3,2,2002,2,4 A LARKSHIRE LANE,Barrhaven West - Old Barrhaven,Ottawa,ON,45.274822,-75.758858,216900
1209,Available,75,548,482,Condo,2640,7859,1,1,2015,1,363 LAUGHLIN CIRCLE,Kanata,Ottawa,ON,45.322315,-75.937546,729900
1210,Available,31,556,489,Condo,3180,4629,1,1,2016,1,830 FLETCHER CIRCLE,Kanata,Ottawa,ON,45.3176,-75.93235,429900
1211,Available,115,611,538,Condo,2950,2615,1,1,2014,1,1067 BERYL PRIVATE UNIT#F,Ottawa,Ottawa,ON,45.278179,-75.677795,242900
1212,Available,76,1836,1469,Detached,3570,5921,4,3,1998,2,1885 MONTEREAU AVENUE,Orléans,Ottawa,ON,45.442005,-75.541023,549900
1213,Available,49,781,687,Condo,2600,6449,2,1,2009,1,3663 ALBION ROAD,Blossom Park - Blossom Park West - Sawmill Creek/ Timbermill,Ottawa,ON,45.349552,-75.640114,599000
1214,Available,34,608,535,Condo,3210,6449,1,1,2019,1,3663 ALBION ROAD,Blossom Park - Blossom Park West - Sawmill Creek/ Timbermill,Ottawa,ON,45.349552,-75.640114,599000
1215,Available,116,1353,1082,Semi-Detached,3610,3392,3,2,2005,2,1091 FIELDFAIR WAY,Orléans,Ottawa,ON,45.460884,-75.44944,315000
1216,Available,46,1741,1393,Semi-Detached,3450,2744,3,2,2001,2,200 LAFONTAINE AVENUE UNIT#805,Vanier,Ottawa,ON,45.437641,-75.655991,254900
1217,Available,60,2736,2189,Detached,4390,5055,5,4,1994,3,908 TANGUAY COURT,Kanata,Ottawa,ON,45.302746,-75.880943,469500
1218,Available,52,1592,1274,Semi-Detached,3420,3521,3,2,2007,2,453 GREY SEAL CIRCLE,Ottawa,Ottawa,ON,45.283871,-75.677856,327000
1219,Available,37,532,468,Condo,3180,1572,1,1,2016,1,2020 JASMINE CRESCENT UNIT#718,Beacon Hill South - Cardinal Heights,Ottawa,ON,45.439869,-75.593658,146000
1220,Available,21,731,643,Condo,3210,7105,2,1,2006,1,624 BIRCHLAND CRESCENT,Stittsville,Ottawa,ON,45.248516,-75.928116,659900
1221,Available,115,2164,1731,Detached,3890,2691,4,3,2000,2,3360 MUSTANG STREET,Navan,Ottawa,ON,45.421745,-75.440834,249900
1222,Available,43,542,477,Condo,2870,4899,1,1,2014,1,98 COBURN AVENUE,Kanata,Ottawa,ON,45.300152,-75.878654,455000
1223,Available,55,823,724,Condo,3250,5651,2,1,2008,1,638 LAVERENDRYE DRIVE,Beacon Hill North,Ottawa,ON,45.453922,-75.605438,524900
1224,Available,10,569,501,Condo,2710,3875,1,1,2014,1,203 CLARIDGE DRIVE,New Barrhaven,Ottawa,ON,45.285019,-75.735123,359900
1225,Available,59,579,510,Condo,2870,3767,1,1,2014,1,649 MEADOWRIDGE CIRCLE,Carp,Ottawa,ON,45.343567,-76.022995,349900
1226,Available,101,1711,1369,Semi-Detached,3430,2358,3,2,2003,2,130 ROTHESAY DRIVE,Kanata,Ottawa,ON,45.288475,-75.874672,219000
1227,Available,39,555,488,Condo,2790,2249,1,1,2016,1,362 MONICA CRESCENT,Orleans,Orleans,ON,45.479,-75.505211,224900
1228,Available,117,514,452,Condo,2730,5680,1,1,2009,1,9 REDCAR CRESCENT,Kanata,Kanata,ON,45.350288,-75.933815,568000
1229,Available,24,766,674,Condo,2420,3199,2,1,2012,1,345 BRIGITTA STREET,Kanata,Kanata,ON,45.276237,-75.864807,319900
1230,Available,109,521,458,Condo,2500,3599,1,1,2012,1,1376 MAXIME STREET,Pineview,Gloucester,ON,45.425846,-75.60994,359900
1231,Available,75,510,449,Condo,2570,1599,1,1,2013,1,100 FENERTY COURT UNIT#5,Kanata,Kanata,ON,45.307823,-75.898491,159900
1232,Available,27,1752,1402,Semi-Detached,3590,2260,3,2,2007,2,3125 GORDON MURDOCK ROAD E,Osgoode,Ottawa,ON,45.155079,-75.595749,209900
1233,Available,102,1555,1244,Detached,3420,5990,4,3,1996,2,1665 LAKESHORE DRIVE,Greely,Ottawa,ON,45.240017,-75.577988,599000
1234,Available,119,852,750,Condo,2920,8399,2,1,2012,1,1327 SOUTH BEACH BOULEVARD,Greely,Ottawa,ON,45.261967,-75.579849,839900
1235,Available,30,869,765,Condo,2570,2100,2,1,2011,1,36 BRADLEY GREEN COURT,Stittsville,Ottawa,ON,45.279877,-75.92128,195000
1236,Available,107,1360,1088,Semi-Detached,3900,1291,3,2,2000,2,C4 L17 FRANKTOWN ROAD,Munster Hamlet - Richmond,Ottawa,ON,45.147919,-75.91201,119900
1237,Available,47,521,458,Condo,2530,3983,1,1,2010,1,179 METCALFE STREET UNIT#2607,Centretown,Ottawa,ON,45.418907,-75.693367,369900
1238,Available,30,550,484,Condo,2700,2583,1,1,2018,1,28 HACKBERRY TRAIL,Greenboro East,Ottawa,ON,45.364273,-75.6315,239900
1239,Available,77,725,638,Condo,2580,3315,2,1,2005,1,1065 MARCONI WAY,Kanata,Ottawa,ON,45.35817,-75.926636,307900
1240,Available,29,1639,1311,Semi-Detached,3750,4121,3,2,2001,2,1524 Crimson Cres,Cataraqui Westbrook,Kingston,ON,44.263996,-76.596046,307000
1241,Available,46,513,451,Condo,2490,3220,1,1,2013,1,773 Clark Cres,Kingston,Kingston,ON,44.247852,-76.612648,239900
1242,Available,36,851,749,Condo,2690,3126,2,1,2010,1,332 Yonge St,Kingston,Kingston,ON,44.228107,-76.518517,232900
1243,Available,103,1687,1350,Semi-Detached,3810,6911,3,2,2006,2,664 Fieldstone Dr,Kingston,Kingston,ON,44.267536,-76.441757,514900
1244,Available,30,2046,1637,Detached,3420,3757,4,3,1999,2,719 Kingston Mills Rd,Kingston,Kingston,ON,44.290764,-76.452217,279900
1245,Available,61,750,660,Condo,2520,7247,2,1,2006,1,303 University Ave,Kingston,Kingston,ON,44.232899,-76.495483,539900
1246,Available,20,2033,1626,Detached,3620,4361,4,3,2001,2,1600 ANNE ST,Kingston,Kingston,ON,44.24464,-76.612411,324900
1247,Available,41,1577,1262,Detached,3690,4025,4,3,1998,2,319 SUNRISE Crescent,Kingston,Kingston,ON,44.245068,-76.544411,299900
1248,Available,58,714,628,Condo,2820,6376,2,1,2009,1,239 HONEYWOOD Avenue,Kingston,Kingston,ON,44.261765,-76.456711,475000
1249,Available,113,601,529,Condo,3010,8000,1,1,2011,1,55 RIVERSIDE Drive,Kingston,Kingston,ON,44.251488,-76.391289,745000
1250,Available,25,544,479,Condo,2950,6710,1,1,2009,1,1209 CROSSFIELD AVE,Cataraqui North,Kingston,ON,44.264347,-76.551003,499900
1251,Available,63,1237,990,Semi-Detached,3730,2290,3,2,2005,2,412 FIFTH STREET E UNIT#205,Cornwall,Cornwall,ON,45.025402,-74.721863,229000
1252,Available,47,3725,2980,Detached,4300,4789,5,4,1998,3,1207 LEONARD AVENUE,Cornwall,Cornwall,ON,45.013924,-74.760376,478900
1253,Available,59,3912,3130,Detached,4230,5779,5,4,1995,3,619 ADOLPHUS STREET,Cornwall,Cornwall,ON,45.026726,-74.726006,577900
1254,Available,16,550,484,Condo,2930,2130,1,1,2009,1,705 MCCONNELL AVENUE,Cornwall,Cornwall,ON,45.026157,-74.71653,213000
1255,Available,88,1565,1252,Semi-Detached,3490,2439,3,2,2000,2,345 -345A FIFTH STREET W,Cornwall,Cornwall,ON,45.020714,-74.739365,243900
1256,Available,11,1875,1500,Detached,3470,1799,4,3,2000,2,110 FIFTHTEENTH STREET,Cornwall,Cornwall,ON,45.036388,-74.744072,179900
1257,Available,35,701,617,Condo,2540,1080,2,1,2008,1,3301 POIRIER AVENUE,Cornwall,Cornwall,ON,45.060528,-74.7658,108000
1258,Available,43,1896,1517,Detached,3840,1699,4,3,1996,2,38 -40 S MARLBOROUGH STREET,Cornwall,Cornwall,ON,45.016972,-74.715668,169900
1259,Available,73,1608,1286,Detached,3770,1599,4,3,1995,2,345 -345A FIFTH STREET W,Cornwall,Cornwall,ON,45.020714,-74.739365,159900
1260,Available,95,832,732,Condo,2870,2199,2,1,2010,1,404 SUSAN AVENUE,Cornwall,Cornwall,ON,45.015575,-74.760712,219900
1261,Available,79,2784,2227,Detached,3640,4979,5,4,1997,3,362 ELLEN AVENUE,Cornwall,Cornwall,ON,45.039032,-74.755486,497900
1262,Available,61,774,681,Condo,2710,1299,2,1,2009,1,15 LAUBER AVENUE,Cornwall,Cornwall,ON,45.02169,-74.73864,129900
1263,Available,105,1634,1307,Semi-Detached,3720,2900,3,2,2008,2,204 E SECOND STREET,Cornwall,Cornwall,ON,45.019466,-74.724457,290000
1264,Available,115,537,473,Condo,2840,990,1,1,2011,1,Lot 28 YACHT BOULEVARD,Cornwall,Cornwall,ON,45.033169,-74.657646,99000
1265,Available,59,514,452,Condo,2760,2125,1,1,2015,1,Lot 25 YACHT BOULEVARD,Cornwall,Cornwall,ON,45.033169,-74.657646,212500
1266,Available,103,591,520,Condo,2440,7490,1,1,2014,1,18242 COUNTY 2 ROAD,Cornwall,Cornwall,ON,45.035755,-74.645638,749000
1267,Available,14,776,683,Condo,2480,1250,2,1,2008,1,Lot 26 YACHT BOULEVARD,Cornwall,Cornwall,ON,45.033169,-74.657646,125000
1268,Available,31,713,627,Condo,2900,1090,2,1,2005,1,Lot 24 YACHT BOULEVARD,Cornwall,Cornwall,ON,45.033169,-74.657646,109000
1269,Available,95,1225,980,Semi-Detached,3840,2990,3,2,2006,2,Lot 27 YACHT BOULEVARD,Cornwall,Cornwall,ON,45.033169,-74.657646,299000
1270,Available,64,1230,984,Semi-Detached,3700,3280,3,2,2000,2,Lot 29 YACHT BOULEVARD,Cornwall,Cornwall,ON,45.033169,-74.657646,328000
1271,Available,42,704,620,Condo,3270,1145,2,1,2008,1,Lot 5 YACHT BOULEVARD,Cornwall,Cornwall,ON,45.033169,-74.657646,114500
1272,Available,106,1889,1511,Detached,3520,3915,4,3,2003,2,Lot 1 YACHT STREET,Cornwall,Cornwall,ON,45.033169,-74.657646,391500
1273,Available,52,1131,995,Condo,2920,3850,3,2,2007,2,4 MOSS DRIVE,,Long Sault,ON,45.038666,-74.861732,385000
1274,Available,43,1926,1541,Detached,3730,3990,4,3,1995,2,13 STRATFORD BOULEVARD,,Long Sault,ON,45.031109,-74.875374,399000
1275,Available,67,6895,5516,Detached,4030,5900,7,7,1977,4,17345 MYERS ROAD South,Saint Andrews West,Stormont,ON,45.127716,-74.822662,590000
1276,Available,67,1585,1268,Semi-Detached,3710,1700,3,2,2006,2,17345 MYERS ROAD South,Saint Andrews West,Stormont,ON,45.127716,-74.822662,170000
1277,Available,110,1223,978,Semi-Detached,3820,7900,3,2,2000,2,44 FOREST HILL ROAD,,Long Sault,ON,45.032341,-74.874435,790000
1278,Available,12,2037,1630,Detached,3590,4680,4,3,2000,2,205 -207 CARIERE AVENUE,Cornwall,Cornwall,ON,45.060261,-74.766022,468000
1279,Available,38,516,454,Condo,2480,3998,1,1,2019,1,Lot 23 ST LAURENT BOULEVARD,Cornwall,Cornwall,ON,45.021275,-74.730347,399800
1280,Available,68,6924,5539,Detached,4050,5095,7,7,1969,4,Lot 6 YACHT BOULEVARD,Cornwall,Cornwall,ON,45.033169,-74.657646,509500
1281,Available,49,1192,1049,Condo,3410,4940,3,2,2006,2,71 Oak Ridge Blvd,Belleville,Belleville,ON,44.180389,-77.347191,494000
1282,Available,28,1628,1302,Semi-Detached,3520,3195,3,2,2005,2,187 Haig Rd,Belleville,Belleville,ON,44.170654,-77.340012,319500
1283,Available,81,537,473,Condo,2960,3195,1,1,2011,1,187 Haig Rd,Belleville,Belleville,ON,44.170654,-77.340012,319500
1284,Available,120,1346,1077,Semi-Detached,3760,2349,3,2,2007,2,81 Burns Ave,Belleville,Belleville,ON,44.128323,-77.47377,234900
1285,Available,97,630,554,Condo,3270,4299,1,1,2012,1,9 Sumac Terr,Belleville,Belleville,ON,44.180748,-77.352455,429900
1286,Available,11,702,618,Condo,2650,2145,2,1,2007,1,3039 Fairlane,Devonshire Heights,Windsor,ON,42.280132,-82.99118,119900
1287,Available,98,1972,1578,Detached,3620,2861,4,3,2001,2,1581 Arthur,East Windsor,Windsor,ON,42.316654,-82.975433,159900
1288,Available,76,539,474,Condo,2950,1967,1,1,2012,1,1833 George Av,East Windsor,Windsor,ON,42.309357,-82.978424,109900
1289,Available,50,516,454,Condo,2430,2682,1,1,2013,1,3028 Lloyd George,Fontainbleu,Windsor,ON,42.297359,-82.944862,149900
1290,Available,15,753,663,Condo,3140,2975,2,1,2010,1,1775 Golfview,Windsor,LaSalle,ON,42.212795,-83.061592,297500
1291,Available,49,831,731,Condo,2580,3040,2,1,2013,1,974 Lauzon,Riverside,Windsor,ON,42.330574,-82.941727,169900
1292,Available,34,840,739,Condo,3320,1649,2,1,2011,1,2493 Front Rd,Windsor,LaSalle,ON,42.215603,-83.10022,164900
1293,Available,40,1281,1025,Semi-Detached,3500,4299,3,2,2003,2,5829 Bishop St,Windsor,LaSalle,ON,42.248379,-83.044136,429900
1294,Available,67,646,568,Condo,2530,2286,1,1,2013,1,1115 Louis,Walkerville,Windsor,ON,42.310802,-83.022758,127777
1295,Available,104,775,682,Condo,3340,4240,2,1,2011,1,2666 Front,Windsor,LaSalle,ON,42.206894,-83.097893,424000
1296,Available,77,532,468,Condo,2310,2772,1,1,2010,1,869 Ford,Riverside,Windsor,ON,42.326534,-82.972122,154900
1297,Available,24,625,550,Condo,2590,6977,1,1,2013,1,696 BRIDGE,University,Windsor,ON,42.305511,-83.05706,389900
1298,Available,49,568,500,Condo,2280,2145,1,1,2013,1,357 JOSEPHINE,University,Windsor,ON,42.310036,-83.059471,119900
1299,Available,29,618,544,Condo,2440,3400,1,1,2017,1,1910 UNIVERSITY AVE W,University,Windsor,ON,42.311356,-83.061264,190000
1300,Available,115,825,726,Condo,3030,2503,2,1,2007,1,1827 ALEXIS,East Windsor,Windsor,ON,42.305729,-82.988121,139900
1301,Available,37,4994,3995,Detached,3850,9661,6,4,1989,3,2024 FORD,East Windsor,Windsor,ON,42.310196,-82.961258,539900
1302,Available,73,503,443,Condo,2320,2593,1,1,2010,1,1338 MOY,Walkerville,Windsor,ON,42.309689,-83.01059,144900
1303,Available,36,803,707,Condo,3120,4919,2,1,2006,1,1542 HIGHLAND,South Central,Windsor,ON,42.301792,-83.020386,274900
1304,Available,101,716,630,Condo,3380,4472,2,1,2004,1,4741 WHITEFISH,Walker Gates,Windsor,ON,42.246937,-82.969269,249900
1305,Available,26,612,539,Condo,2310,2414,1,1,2011,1,1563 BUCKINGHAM,East Windsor,Windsor,ON,42.318905,-82.968872,134900
1306,Available,103,614,540,Condo,2630,3165,1,1,2017,1,667 JOSEPHINE,University,Windsor,ON,42.306007,-83.056725,176900
1307,Available,29,783,689,Condo,2910,2040,2,1,2009,1,1677 NORMAN,East Windsor,Windsor,ON,42.315697,-82.971352,114000
1308,Available,96,2077,1662,Detached,3700,7335,4,3,2000,2,2247 PARTINGTON,South Cameron,Windsor,ON,42.278263,-83.040779,409900
1309,Available,105,503,443,Condo,2830,3845,1,1,2017,1,1825 WESTMINSTER,East Windsor,Windsor,ON,42.313999,-82.967163,214900
1310,Available,16,857,754,Condo,3310,4742,2,1,2009,1,517 GROVE,South Central,Windsor,ON,42.304169,-83.037476,265000
1311,Available,22,2072,1658,Detached,3700,2986,4,3,2003,2,1888 GLENDALE,East Windsor,Windsor,ON,42.314388,-82.958282,166900
1312,Available,34,7078,4862,Detached,4300,10287,7,7,1978,4,3515 VIRGINIA PK,South Windsor,Windsor,ON,42.260227,-83.014664,574900
1313,Available,48,827,728,Condo,2720,5671,2,1,2004,1,4649 HELSINKI,Roseland,Windsor,ON,42.249096,-82.972107,316900
1314,Available,36,762,671,Condo,2990,2378,2,1,2005,1,933 CAMPBELL,University,Windsor,ON,42.302639,-83.053421,132900
1315,Available,101,512,451,Condo,2460,2414,1,1,2016,1,1276 WIGLE,Sandwich,Windsor,ON,42.291042,-83.065475,134900
1316,Available,107,1842,1474,Detached,3550,8730,4,3,2000,2,7689 HAWTHORNE DR|Unit -,Forest Glade,Windsor,ON,42.309464,-82.932144,487900
1317,Available,57,556,489,Condo,2730,3579,1,1,2015,1,3660 SHINGLECREEK,Devonshire Heights,Windsor,ON,42.268265,-82.981865,200000
1318,Available,33,522,459,Condo,2230,2861,1,1,2011,1,2240 CHURCH,South Central,Windsor,ON,42.29282,-83.027672,159900
1319,Available,60,1963,1570,Detached,3770,7068,4,3,2001,2,3222 LINWOOD PL,Sandwich,Windsor,ON,42.299835,-83.071068,395000
1320,Available,33,1681,1345,Detached,3640,3666,4,3,1998,2,841 HOMEDALE,Riverside,Windsor,ON,42.329456,-82.959862,204900
1321,Available,80,508,447,Condo,2900,8587,1,1,2013,1,2259 ST. PATRICK&#39;S,South Cameron,Windsor,ON,42.277016,-83.043457,479900
1322,Available,52,1754,1403,Semi-Detached,3510,2861,3,2,2004,2,783 -85 CHILVER,Walkerville,Windsor,ON,42.320641,-83.013268,159900
1323,Available,56,503,443,Condo,2370,2861,1,1,2015,1,783 -85 CHILVER,Walkerville,Windsor,ON,42.320641,-83.013268,159900
1324,Available,90,510,449,Condo,2720,2324,1,1,2012,1,1694 ARTHUR,East Windsor,Windsor,ON,42.314548,-82.973404,129900
1325,Available,33,1590,1272,Detached,3810,10736,4,3,2002,2,V/L DOMINION V/L DOMINION,Windsor,Windsor,ON,42.314938,-83.036362,600000
1326,Available,12,591,520,Condo,2330,3505,1,1,2015,1,220 GENEVIEVE,Riverside,Windsor,ON,42.341255,-82.939697,195900
1327,Available,75,595,524,Condo,2570,3845,1,1,2010,1,3393 CONSERVATION,Devonshire Heights,Windsor,ON,42.27272,-82.988708,214900
1328,Available,29,1472,1178,Semi-Detached,3750,3219,3,2,2004,2,961 REEDMERE,Riverside,Windsor,ON,42.325695,-82.965881,179900
1329,Available,101,1876,1501,Detached,3520,2249,4,3,1999,2,2340 TODD LANE,Windsor,LaSalle,ON,42.251217,-83.047707,224900
1330,Available,19,890,783,Condo,3230,2990,2,1,2011,1,50 WILDER North,Windsor,Lakeshore,ON,42.301968,-82.837601,299000
1331,Available,66,2192,1754,Detached,3890,2503,4,3,1999,2,9099 RIVERSIDE  E|Unit 312,Riverside,Windsor,ON,42.339291,-82.932861,139900
1332,Available,85,644,567,Condo,2890,3590,1,1,2012,1,165 - 165 CRYSTAL HARBOUR,LaSalle,LaSalle,ON,42.214699,-83.101585,359000
1333,Available,112,1443,1154,Semi-Detached,3540,2499,3,2,2007,2,12423 ST. THOMA,Tecumseh,Tecumseth,ON,42.319904,-82.884552,249900
1334,Available,89,602,530,Condo,2040,5366,1,1,2017,1,347 LESPERANC,Windsor,Windsor,ON,42.326115,-82.889862,299900
1335,Available,12,582,512,Condo,2570,1100,1,1,2013,1,2971 TWELFTH CONCESSIO,Tecumseh,Tecumseth,ON,42.250893,-82.88295,110000
1336,Available,79,545,480,Condo,2710,4689,1,1,2017,1,1822 Reilly Wa,London,London,ON,42.98695,-81.243179,349900
1337,Available,114,711,626,Condo,2670,3885,2,1,2007,1,320 Emery St,South London,London,ON,42.964787,-81.247406,289900
1338,Available,53,1416,1133,Semi-Detached,3690,2880,3,2,2005,2,35 Gatewood Cr,Carling,London,ON,43.014935,-81.235542,214900
1339,Available,33,1706,1365,Detached,3560,3966,4,3,1997,2,635 Fieldgate Ci,London,London,ON,42.98695,-81.243179,295900
1340,Available,102,621,546,Condo,2250,1875,1,1,2010,1,275 Wellington Rd,South London,London,ON,42.96574,-81.232285,139900
1341,Available,111,1789,1431,Semi-Detached,3420,2721,3,2,2002,2,260 Simpson Cr,Argyle,London,ON,43.00861,-81.154991,203000
1342,Available,42,1816,1453,Detached,3660,5855,4,3,1997,2,560 St James St,North London,London,ON,43.001987,-81.239929,436900
1343,Available,31,573,504,Condo,2630,4287,1,1,2011,1,550 Cuthbert Ci,London,London,ON,42.98695,-81.243179,319900
1344,Available,35,574,505,Condo,2390,2277,1,1,2016,1,217 Giles St,Hamilton Road,London,ON,42.981331,-81.197815,169900
1345,Available,54,1271,1017,Semi-Detached,3750,4019,3,2,2004,2,27 Rollscourt Gd,Medway,London,ON,42.995533,-81.291435,299900
1346,Available,100,1621,1297,Semi-Detached,3880,9114,3,2,2008,2,129 Dingle Pl,Fanshawe,London,ON,43.039486,-81.218498,679999
1347,Available,72,1645,1316,Detached,3780,5589,4,3,1999,2,1831 Creekside St,Stoney Creek,London,ON,43.045601,-81.255096,417000
1348,Available,69,777,684,Condo,2590,2813,2,1,2010,1,3320 MEADOWGATE BL|Unit 174,Jackson,London,ON,42.95089,-81.17395,209900
1349,Available,93,3296,2637,Detached,3450,7316,5,4,1997,3,1674 JALNA BL,White Oaks,London,ON,42.934109,-81.244858,545900
1350,Available,28,568,500,Condo,2300,2679,1,1,2009,1,10 KALADAR Place,Huron Heights,London,ON,43.025902,-81.190697,199900
1351,Available,33,1713,1370,Detached,3460,6499,4,3,1998,2,1993 BALLYMOTE AV,Stoney Creek,London,ON,43.05423,-81.24807,484900
